3.575836772,10.9108282
2.004158457,7.542481654
4.431263433,11.77308229
2.980383765,8.197548766
1.838410962,6.573806169
3.052423563,9.947883039
3.075622639,8.738343319
4.300507173,12.00300071
3.776642466,10.83693487
1.711031925,7.226024411
1.685993425,6.155445427
2.894364357,9.180416886
4.287132239,10.89790481
2.229272957,7.059799025
0.910455831,3.902933891
3.167526751,8.883587322
4.961508626,11.97952665
2.437978683,6.889337363
2.643251945,7.322541796
1.488842003,6.094084409
2.559587911,7.537927797
2.107377521,7.92293884
1.050429896,5.195183102
0.256725371,3.797041487
1.124469661,4.933333585
0.631160421,4.341110582
0.646422871,5.247114694
2.220557063,6.938829827
4.540208047,11.51807534
1.934203358,6.095794785
1.563980458,6.053404129
2.512197796,8.596846992
0.078982198,3.223727374
0.007810317,2.233145315
1.441566103,6.28852774
1.092338534,4.475283677
2.751088927,9.316426711
4.59308193,12.72137561
4.731538559,12.09498461
0.516284332,3.49653503
0.595845576,3.440722128
2.859152833,8.968858648
1.571712272,6.667244563
4.756265612,12.23111758
0.797056182,5.045667662
2.663023077,7.435129783
0.408250694,3.684200186
3.726218691,10.20651568
0.623164127,3.823564058
2.994599155,9.461524442
4.398511652,10.92638714
4.995854382,12.98038806
0.153656509,2.74339399
3.359463278,10.63211915
4.906692959,11.9987959
0.876326485,4.063710742
1.960010606,7.580114762
3.616150509,10.47382795
2.109768806,7.919197208
2.614679985,8.321642126
1.226625457,6.220974363
3.536270908,10.83735534
0.721456876,4.868060292
2.768415886,8.510390261
2.513624571,7.876864751
4.669207139,13.12536175
0.752031299,3.52074253
4.500638748,12.81085592
4.26809452,11.81842974
0.664372051,3.339606325
4.725153446,13.06105478
1.335755243,6.126585304
4.429313999,12.0209075
3.006120235,9.919671449
2.542150696,8.910453477
1.241135424,5.318596399
1.350251749,4.733959687
4.509305311,11.44222131
3.856682314,9.788063999
1.642813701,6.657017389
3.958617834,11.88479773
0.9705944,4.888752082
1.37658889,6.113013197
0.670948086,3.80213647
1.869146095,6.499584557
0.398563708,3.254471186
4.306918159,11.66659162
3.782506523,11.15888436
1.046615886,4.202061165
4.618656681,12.7343622
1.011601373,5.18754198
1.715343039,7.193531023
4.705379667,11.77084184
4.004810231,10.02318246
0.62596277,3.619569132
1.26258715,4.648412086
0.565277657,4.487177578
2.294197404,7.755139072
4.137295855,11.7251346
3.897820096,11.47543437
